,Reaction Products,Counts,Frequency [%]
3006,n+n+n+He3+Be7+C12+C12,1,0.001
3007,p+p+He4+Be9+C12+C13,1,0.001
3008,n+n+p+B11+N14,1,0.001
3009,n+n+n+p+p+p+He4+He4+C12+C12+C13,1,0.001
3010,pi-+n+n+p+p+D2+He4+He4+C12+N14,1,0.001
3011,n+n+n+n+p+D2+Li6+Li7+B8,1,0.001
3012,n+n+n+n+p+p+D2+T3+T3+He3+He3+He4+He4,1,0.001
3013,pi-+n+p+p+p+p+D2+He4+He4+C12,1,0.001
3014,n+n+n+p+p+D2+D2+He4+He4+C12,1,0.001
3015,n+n+p+p+D2+T3+He3+He4+B12,1,0.001
3016,n+n+n+n+p+p+p+T3+He3+Al27,1,0.001
3017,n+n+n+n+n+p+p+p+He4+He4+He4+He4+He4+C12,1,0.001
3018,n+n+p+B10+C13,1,0.001
3019,pi-+D2+He4+He4+He4+C12,1,0.001
3020,n+p+D2+D2+H4+He3+C12,1,0.001
3021,n+n+n+n+p+p+D2+D2+He3+He4+He4+Li7+C12,1,0.001
3022,pi-+D2+He4+Na22,1,0.001
3023,n+n+p+p+D2+D2+D2+T3+C13,1,0.001
3024,n+p+C12+C12+C12+Al27,1,0.001
3025,pi-+n+n+p+p+p+C12+Mg24,1,0.001
3026,n+n+n+n+n+n+p+p+p+p+p+p+D2+T3+He4+Li7,1,0.001
3027,n+n+D2+D2+D2+D2+He4+C12,1,0.001
3028,n+n+n+n+n+p+p+D2+He3+He3+Li6+Li7,1,0.001
3029,n+n+n+n+n+p+p+p+p+p+p+T3+C12,1,0.001
3030,n+n+n+n+p+p+p+p+p+D2+D2+D2+T3+He4+He6,1,0.001
3031,n+n+n+p+p+D2+D2+He4+He4+He4+Li7,1,0.001
3032,n+p+p+p+p+T3+He4+He4+C12+C12+C12,1,0.001
3033,n+n+n+n+p+p+D2+D2+D2+D2+He4+He4+Li6+Al27,1,0.001
3034,pi-+n+p+p+T3+He3+He4+C13,1,0.001
3035,n+n+p+p+C12+C12+Al26,1,0.001
3036,n+n+n+p+D2+T3+He4+He4+C11,1,0.001
3037,n+n+n+n+n+p+p+p+D2+He3+Al27,1,0.001
3038,pi-+n+p+p+p+p+p+D2+He6,1,0.001
3039,n+n+n+n+p+p+p+p+p+p+D2+T3,1,0.001
3040,pi++n+n+n+n+n+p+p+Li6+N15,1,0.001
3041,pi-+n+n+p+p+D2+He4+C12+C12+F18,1,0.001
3042,pi-+pi++n+He4+He4+He4,1,0.001
3043,n+n+p+p+D2+T3+He4+Be7+Be9+C12,1,0.001
3044,n+p+p+D2+D2+D2+H4+Al27,1,0.001
3045,pi-+n+p+p+He3+Li7+C12+C12,1,0.001
3046,n+D2+D2+He4+He4+C12+C12+C12+C12,1,0.001
3047,n+n+n+p+p+T3+Na21,1,0.001
3048,n+n+p+p+T3+T3+He4+Al27,1,0.001
3049,n+n+n+n+p+p+D2+D2+D2+D2+D2+C12+C12,1,0.001
3050,pi-+n+D2+He4+Be7,1,0.001
3051,n+n+n+p+p+p+p+D2+D2+T3+He4+He4+He6,1,0.001
3052,n+n+n+p+p+p+D2+D2+He4+He4+He4+Li7,1,0.001
3053,p+p+C12+C12+Mg27,1,0.001
3054,pi-+n+p+p+D2+He4+He4+C13+Al27,1,0.001
3055,n+n+n+D2+D2+He3+He4+He4+He4+Li6,1,0.001
3056,n+n+p+T3+He3+Li6+C12+C13,1,0.001
3057,n+n+p+p+D2+T3+T3+He4+C12,1,0.001
3058,n+n+n+p+p+D2+D2+D2+D2+He4+He4+He4+He4+C12,1,0.001
3059,n+n+p+p+p+p+D2+Li7+C12,1,0.001
3060,pi-+n+n+n+p+D2+He3+He3+He4+Li6+Li6+C12,1,0.001
3061,n+He3+He4+F20,1,0.001
3062,pi-+n+n+p+p+D2+D2+He4+He4+Li6+Li6,1,0.001
3063,p+T3+He4+Li6+C12+C12,1,0.001
3064,pi-+n+n+n+p+C9+C12,1,0.001
3065,n+n+n+p+p+p+D2+D2+D2+T3+C13,1,0.001
3066,n+n+n+p+p+p+T3+He3+He3,1,0.001
3067,n+n+n+n+p+p+D2+D2+D2+D2+D2+He4+He4+He4,1,0.001
3068,n+n+n+n+n+p+p+p+p+T3+He4+C12+C12,1,0.001
3069,n+T3+He4+He4+O16,1,0.001
3070,pi-+p+p+p+T3+He4+He4+C12,1,0.001
3071,n+n+n+n+p+p+D2+D2+D2+D2+T3+He3+He4+He4,1,0.001
3072,n+n+p+He4+He4+Li6+C12+C12,1,0.001
3073,n+n+n+n+p+p+p+D2+Li7+C12+C12,1,0.001
3074,p+p+He4+He7+C12,1,0.001
3075,n+n+n+n+n+p+p+p+He3+He3+C12+C12,1,0.001
3076,pi-+n+n+n+n+p+p+p+p+D2+D2+D2+D2+He4+He4+He4,1,0.001
3077,pi++n+n+n+He3+He4+C12+O18,1,0.001
3078,pi-+p+p+D2+C12+Al26,1,0.001
3079,pi-+n+p+p+p+T3+T3+He3,1,0.001
3080,n+n+n+p+p+p+p+p+He4+He4+C12,1,0.001
3081,pi-+n+He3+He4+He4+He4+C12,1,0.001
3082,n+n+n+n+n+p+p+Li6+O15,1,0.001
3083,n+n+p+p+He4+Li6+C12+Al27,1,0.001
3084,n+n+n+n+n+p+p+D2+D2+D2+D2+He3+He4+Li6,1,0.001
3085,pi-+n+n+p+p+p+D2+He3+He4+C12,1,0.001
3086,n+n+n+n+p+D2+D2+D2+He3+N14,1,0.001
3087,n+n+p+p+D2+D2+Li7+C13,1,0.001
3088,n+n+p+p+p+He4+C12+O19,1,0.001
3089,n+n+n+p+p+T3+He4+He4+He4+He4+He4,1,0.001
3090,n+p+p+D2+T3+He3+He4+C12,1,0.001
3091,n+n+p+p+D2+D2+D2+T3+C12+C13,1,0.001
3092,pi-+pi-+n+p+p+p+p+He4+He4+C12+C12,1,0.001
3093,pi++n+n+p+p+T3+T3+T3,1,0.001
3094,n+n+n+p+C12+C12+Mg24,1,0.001
3095,pi-+n+p+p+He4+Be7+Al27,1,0.001
3096,p+p+p+C12+Al27,1,0.001
3097,n+n+p+D2+T3+T3+He4+Li6+Be7,1,0.001
3098,n+n+n+p+D2+T3+He4+C12+O15,1,0.001
3099,n+n+n+n+p+p+p+p+D2+D2+D2+D2+D2+T3+T3+He4,1,0.001
3100,p+D2+T3+T3+He4+C12+C12,1,0.001
3101,p+p+p+D2+Be10,1,0.001
3102,pi-+n+p+D2+T3+Be6+C12,1,0.001
3103,pi++n+n+n+n+n+n+p+p+p+p+He4,1,0.001
3104,n+He3+Li7+O17,1,0.001
3105,n+n+n+p+p+Li6+C12+C12+C12+C12+F18,1,0.001
3106,pi++n+n+n+D2+Na23,1,0.001
3107,n+n+n+n+n+p+p+p+p+p+T3+N15,1,0.001
3108,n+n+p+p+p+p+F22,1,0.001
3109,p+p+p+p+p+p+C13,1,0.001
3110,p+p+p+p+p+p+Al27,1,0.001
3111,n+n+n+p+p+D2+D2+He4+He4+He4+Li7+C12,1,0.001
3112,n+n+p+p+p+p+D2+C12+O20,1,0.001
3113,n+n+n+p+p+p+p+D2+D2+He4+C12+C12,1,0.001
3114,pi-+p+D2+He3+Li7+C12,1,0.001
3115,n+p+p+p+p+p+He4+He4+He4+C12+C12+C12,1,0.001
3116,n+n+n+p+p+D2+He4+He4+C12+C12+N14,1,0.001
3117,n+n+n+n+n+p+p+Be7+C12,1,0.001
3118,n+n+n+n+p+p+D2+T3+He3+C12,1,0.001
3119,n+n+n+p+p+p+D2+T3+He4+C13,1,0.001
3120,n+n+p+p+p+D2+D2+D2+N17,1,0.001
3121,pi-+n+n+p+He3+He3+He4+C12+C12+C12,1,0.001
3122,n+n+p+D2+D2+He3+He4+Al27,1,0.001
3123,p+T3+B10,1,0.001
3124,n+n+p+p+He4+Li6+Al27,1,0.001
3125,n+n+n+p+He4+Be6+C12,1,0.001
3126,n+n+n+p+p+D2+T3+Li4,1,0.001
3127,n+n+p+B11+C12+C12,1,0.001
3128,C12+C12+C12+Al27,1,0.001
3129,n+n+n+n+p+D2+He4+Li7+C10,1,0.001
3130,pi-+n+n+n+p+p+p+D2+D2+He4+N14,1,0.001
3131,p+D2+He6+C12+C12+F19,1,0.001
3132,pi-+n+n+p+p+p+D2+D2+D2+He3+C14,1,0.001
3133,n+n+n+p+p+D2+D2+D2+T3+He4+He4+Li6,1,0.001
3134,p+p+p+T3+T3+H4,1,0.001
3135,n+p+D2+D2+D2+T3+He3+C12,1,0.001
3136,pi++n+p+Be11+C12+C12,1,0.001
3137,n+p+p+p+D2+Li8+Al27,1,0.001
3138,pi-+n+n+n+p+p+p+p+D2+D2+He4+He4+B10+C12,1,0.001
3139,pi-+n+n+n+p+p+He4+Be7+C12,1,0.001
3140,pi-+n+p+p+p+p+D2+D2+H4,1,0.001
3141,n+C12+N15,1,0.001
3142,pi-+n+p+D2+D2+D2+D2+D2+T3+He3+He4+Li6,1,0.001
3143,pi-+n+n+p+p+p+D2+T3+He4+N14,1,0.001
3144,n+n+n+n+p+D2+D2+D2+D2+D2+D2+He3+He4+He4,1,0.001
3145,pi-+n+n+p+D2+D2+He3+F18,1,0.001
3146,pi++n+n+n+T3+He4+He4,1,0.001
3147,n+p+p+Be10+N15,1,0.001
3148,n+n+He3+He4+He4+C13,1,0.001
3149,pi-+n+n+p+p+D2+D2+He4+He4+C12,1,0.001
3150,n+n+n+n+n+p+p+p+p+D2+T3+T3+He3+He4+He4,1,0.001
3151,n+n+n+D2+D2+D2+D2+D2+T3+Li6+Be6,1,0.001
3152,n+n+n+n+n+p+p+p+p+D2+T3+He3+He4+Li7+C12,1,0.001
3153,n+n+n+n+n+p+p+p+p+D2+D2+T3+C12,1,0.001
3154,p+p+p+He4+He7,1,0.001
3155,pi++n+n+p+D2+T3+Li6,1,0.001
3156,pi-+p+p+D2+T3+He3+He4,1,0.001
3157,n+n+p+D2+D2+T3+He3+He4+B11,1,0.001
3158,n+n+n+p+p+p+D2+T3+He3+C14,1,0.001
3159,pi-+n+n+n+p+p+D2+D2+Li4,1,0.001
3160,pi-+n+D2+He3+He4+He4+N14,1,0.001
3161,n+n+p+D2+D2+D2+D2+D2+T3+He4+He4+He4+C12,1,0.001
3162,p+p+B12+C12+C12+C12,1,0.001
3163,n+n+n+p+p+D2+D2+T3+He3+He4+Be9,1,0.001
3164,p+p+T3+T3+Li6+C12,1,0.001
3165,pi-+n+D2+He3+He4+He4,1,0.001
3166,n+n+p+p+p+C12+C12+Na24,1,0.001
3167,p+p+He4+C12+Ne23,1,0.001
3168,pi-+D2+He3+He4+He4+C12+C12,1,0.001
3169,n+n+p+D2+D2+Li6+N15,1,0.001
3170,n+n+n+n+n+p+p+p+p+D2+T3+C12,1,0.001
3171,pi++n+n+p+p+T3+He6+C12,1,0.001
3172,pi++n+n+p+D2+Be9+C12,1,0.001
3173,n+n+n+p+p+p+p+D2+D2+D2+He4+He6+Li6,1,0.001
3174,pi-+n+p+He3+He4+He4+C13,1,0.001
3175,n+p+D2+Li7+O17,1,0.001
3176,n+p+p+D2+D2+D2+D2+He4,1,0.001
3177,n+n+He4+He4+He4+He4+B10,1,0.001
3178,n+D2+T3+He4+Be7+B11,1,0.001
3179,n+n+n+n+He3+Be6+C12+C12+C12,1,0.001
3180,n+n+n+n+n+n+p+p+p+p+Li6+C12,1,0.001
3181,pi-+p+p+p+p+D2+T3+H4,1,0.001
3182,pi++n+n+p+p+He4+Ne22,1,0.001
3183,p+p+T3+T3+He6,1,0.001
3184,n+n+p+p+p+p+He6+Li6+Be10,1,0.001
3185,n+T3+He3+Li7+C12+N14,1,0.001
3186,n+n+n+n+n+p+p+p+He4+Li6+B10,1,0.001
3187,n+n+n+n+n+p+p+D2+D2+D2+He4+He4+Be7,1,0.001
3188,n+n+n+n+p+p+D2+He3+He4+C13,1,0.001
3189,n+n+p+T3+Be7+N15,1,0.001
3190,n+n+n+p+p+p+T3+He4+He4+C12,1,0.001
3191,n+n+p+p+p+p+Li8+C12+C12,1,0.001
3192,D2+He6+Li6,1,0.001
3193,n+n+n+p+p+p+p+He6+C12+C12,1,0.001
3194,n+n+p+T3+T3+He3+He4+He4+He4+He4,1,0.001
3195,n+n+p+p+p+D2+T3+H4,1,0.001
3196,n+n+p+p+D2+He3+Li8+B11+C12,1,0.001
3197,pi-+n+n+n+n+p+p+p+D2+D2+He3,1,0.001
3198,n+n+n+n+n+p+p+p+D2+D2+He3+C12+N14,1,0.001
3199,p+D2+D2+T3+T3+He3+Al27,1,0.001
3200,n+n+n+n+p+p+p+D2+D2+D2+He4+He4+He4+He4,1,0.001
3201,n+n+n+n+p+p+p+p+T3+T3+N14,1,0.001
3202,pi-+n+n+n+p+p+p+T3+He3+He4+He4+He4+He4,1,0.001
3203,pi-+n+n+n+p+He3+He3+He3+C12,1,0.001
3204,n+p+D2+T3+He4+He4+C12,1,0.001
3205,n+p+p+p+C12+C12+C12+C12+Al27,1,0.001
3206,n+n+p+p+p+B10+C12+C12+C12+C12+C12+C12,1,0.001
3207,n+n+n+p+p+D2+D2+Li7+C12,1,0.001
3208,pi-+p+D2+D2+He3+Li6,1,0.001
3209,n+p+p+p+Be10+C12+C12+C12,1,0.001
3210,n+n+n+n+p+He4+Ne19,1,0.001
3211,p+D2+Be10+C12+C12,1,0.001
3212,n+n+n+D2+B8+C12+C12,1,0.001
3213,n+n+n+n+p+p+p+p+T3+He3+C12,1,0.001
3214,n+n+p+p+p+He4+He6+C12+N14,1,0.001
3215,pi-+n+n+n+n+p+p+p+p+p+He4+N15,1,0.001
3216,n+p+D2+B10+C12+C12+C12,1,0.001
3217,n+n+p+T3+He3+He4+C12+Al27,1,0.001
3218,n+n+n+n+p+p+p+T3+Li6+C12,1,0.001
3219,n+n+n+n+p+p+p+p+D2+D2+D2+T3+He4+He4+He4,1,0.001
3220,pi++n+n+n+p+Mg25,1,0.001
3221,pi-+n+T3+He3+He3+He3,1,0.001
3222,pi++n+n+n+n+n+p+p+p+He4+He4+B12,1,0.001
3223,pi++n+n+n+n+p+D2+D2+D2+D2+C12,1,0.001
3224,pi-+p+D2+C11+Al27,1,0.001
3225,n+n+p+p+p+H4+He4+C12,1,0.001
3226,n+n+p+p+D2+D2+F20,1,0.001
3227,n+p+p+p+B11+C12+Al27,1,0.001
3228,n+n+n+p+D2+T3+Li6+C12+O14,1,0.001
3229,pi-+n+n+n+p+p+D2+Be7,1,0.001
3230,n+n+n+p+p+p+p+T3+T3+T3+He4+He4+He4,1,0.001
3231,pi-+pi++n+n+n+p+D2+He3+He4,1,0.001
3232,n+n+C11+C12+C12+C13,1,0.001
3233,n+n+p+p+T3+Li6+N15,1,0.001
3234,pi-+n+p+p+D2+D2+D2+D2+D2,1,0.001
3235,n+n+p+D2+T3+Li6+N14,1,0.001
3236,n+n+n+n+n+p+p+p+p+D2+D2+T3+He3+He4+Li6,1,0.001
3237,n+n+n+n+n+p+p+p+p+p+T3+He4+B11,1,0.001
3238,n+n+n+n+n+p+p+p+He3+O17,1,0.001
3239,n+n+D2+D2+B10+C12,1,0.001
3240,pi++n+n+n+n+n+n+n+p+p+p+He3,1,0.001
3241,n+n+n+p+p+D2+He4+He4+C12,1,0.001
3242,n+n+p+p+p+T3+He4+He4+N14,1,0.001
3243,n+n+n+n+p+D2+D2+He3+He4+He4+He4+He4+C12+C12,1,0.001
3244,D2+D2+D2+D2+D2+T3,1,0.001
3245,n+n+n+n+p+p+p+p+p+D2+He4,1,0.001
3246,p+D2+He4+Li7+C12,1,0.001
3247,pi++n+n+p+T3+T3+He4+C12+C12,1,0.001
3248,n+n+n+n+p+D2+He3+He3+He4+B11,1,0.001
3249,n+n+n+n+n+n+p+p+p+p+p+D2+C12+C12,1,0.001
3250,pi++n+n+C12+Al27,1,0.001
3251,n+n+D2+T3+Be7+N14,1,0.001
3252,n+n+p+D2+C12+C12+Na23,1,0.001
3253,pi-+n+p+p+p+p+T3+T3+He3,1,0.001
3254,n+n+n+p+p+B10,1,0.001
3255,n+n+p+p+p+D2+D2+D2+T3+C12+C12,1,0.001
3256,n+n+n+p+p+D2+D2+He4+C12+C12+C12+C12,1,0.001
3257,n+n+n+n+n+p+p+p+p+p+D2+He4+C13,1,0.001
3258,pi++n+n+p+He4+He6+C12,1,0.001
3259,pi++n+n+p+C13,1,0.001
3260,pi-+n+n+n+p+p+D2+Na21,1,0.001
3261,pi++n+T3+He3+He6,1,0.001
3262,n+n+n+n+p+p+Na22+Al27,1,0.001
3263,pi-+n+p+p+p+D2+D2+T3+Li6+B11,1,0.001
3264,n+p+p+p+p+D2+H6,1,0.001
3265,n+n+p+p+He4+Li7+C12+N14,1,0.001
3266,n+p+D2+D2+D2+T3+T3+He4+He4+Li6,1,0.001
3267,p+D2+B11+C12+C12,1,0.001
3268,n+D2+D2+He4+He4+Al27,1,0.001
3269,n+n+n+p+p+p+D2+D2+D2+T3+T3+T3+He3+He4,1,0.001
3270,n+n+n+n+p+p+D2+D2+He4+C12+Al27,1,0.001
3271,n+n+n+n+p+p+p+T3+He3+N15,1,0.001
3272,n+n+p+D2+He4+He4+Li6+Be9,1,0.001
3273,n+n+n+n+p+p+p+p+p+p+D2+T3+C12,1,0.001
3274,pi-+p+D2+C11+C12,1,0.001
3275,pi-+n+n+p+p+p+p+C12+Ne22,1,0.001
3276,n+n+n+p+p+p+p+p+D2+D2+D2+D2+He6+He6+C12,1,0.001
3277,n+n+n+n+p+C9,1,0.001
3278,n+n+p+p+D2+T3+He4+C13,1,0.001
3279,n+p+p+p+D2+D2+He6,1,0.001
3280,n+n+p+Li7+F18,1,0.001
3281,n+n+n+n+p+p+p+p+Li6+C12,1,0.001
3282,pi-+p+D2+D2+D2+Li6+C12,1,0.001
